has,prefers,count
"Yale","Cornell",2
"UPenn","Cornell",4
"Carnegie Mellon","Cornell",2
"UCLA","Cornell",2
"NYU","Cornell",3
"Illinois, Urb. Champ.","Cornell",4
"Duke","Cornell",1
"Ohio State","Cornell",2
"Florida","Cornell",1
"Penn State","Cornell",1
"Stanford","Northwestern",21
"MIT","Northwestern",19
"Harvard","Northwestern",9
"UC Berkeley","Northwestern",4
"Rochester","Northwestern",6
"Chicago","Northwestern",5
"Cornell","Northwestern",4
"Michigan","Northwestern",3
"Columbia","Northwestern",7
"Yale","Northwestern",2
"UPenn","Northwestern",8
"Carnegie Mellon","Northwestern",2
"Wisconsin","Northwestern",2
"NYU","Northwestern",1
"Minnesota","Northwestern",1
"Illinois, Urb. Champ.","Northwestern",2
"Duke","Northwestern",4
"Purdue","Northwestern",1
"Ohio State","Northwestern",3
"UNC","Northwestern",1
"Wash. U. in St. Louis","Northwestern",1
"UT Austin","Northwestern",1
"Pittsburgh","Northwestern",1
"Penn State","Northwestern",1
"Maryland","Northwestern",2
"Indiana","Northwestern",1
"Michigan State","Northwestern",1
"Georgia Tech","Northwestern",1
"Arizona","Northwestern",1
"Boston","Northwestern",1
"TexasAM","Northwestern",1
"Stanford","Michigan",10
"MIT","Michigan",4
"Harvard","Michigan",7
"UC Berkeley","Michigan",1
"Rochester","Michigan",3
"Chicago","Michigan",6
"Cornell","Michigan",1
"Northwestern","Michigan",12
"Columbia","Michigan",3
"Yale","Michigan",3
"UPenn","Michigan",11
"Carnegie Mellon","Michigan",6
"Wisconsin","Michigan",1
"UCLA","Michigan",2
"NYU","Michigan",3
"Illinois, Urb. Champ.","Michigan",1
"Duke","Michigan",1
"Purdue","Michigan",1
"Ohio State","Michigan",1
"UNC","Michigan",3
"UT Austin","Michigan",1
"Penn State","Michigan",2
"Maryland","Michigan",1
"Michigan State","Michigan",2
"UC Irvine","Michigan",1
"USC","Michigan",1
"SUNY Buffalo","Michigan",1
"Lower 56 Universities","Michigan",1
"Stanford","Columbia",17
"MIT","Columbia",15
"Harvard","Columbia",13
"UC Berkeley","Columbia",6
"Chicago","Columbia",7
"Cornell","Columbia",5
"Northwestern","Columbia",4
"Michigan","Columbia",2
"Yale","Columbia",3
"UPenn","Columbia",6
"Carnegie Mellon","Columbia",5
"UCLA","Columbia",1
"NYU","Columbia",7
"Duke","Columbia",1
"Purdue","Columbia",1
"UNC","Columbia",1
"Florida","Columbia",1
"Washington","Columbia",2
"USC","Columbia",1
"Lower 56 Universities","Columbia",1
"Stanford","Yale",3
"MIT","Yale",11
"Harvard","Yale",9
"UC Berkeley","Yale",2
"Rochester","Yale",2
"Chicago","Yale",5
"Cornell","Yale",2
"Michigan","Yale",4
"Columbia","Yale",2
"UPenn","Yale",1
"Carnegie Mellon","Yale",5
"Wisconsin","Yale",1
"UCLA","Yale",1
"NYU","Yale",3
"Minnesota","Yale",1
"Duke","Yale",1
"Maryland","Yale",1
"Stanford","UPenn",23
"MIT","UPenn",27
"Harvard","UPenn",30
"UC Berkeley","UPenn",10
"Rochester","UPenn",4
"Chicago","UPenn",19
"Cornell","UPenn",8
"Northwestern","UPenn",8
"Michigan","UPenn",8
"Columbia","UPenn",8
"Yale","UPenn",4
"Carnegie Mellon","UPenn",5
"Wisconsin","UPenn",2
"UCLA","UPenn",2
"NYU","UPenn",2
"Minnesota","UPenn",3
"Illinois, Urb. Champ.","UPenn",2
"Duke","UPenn",4
"Purdue","UPenn",1
"Iowa","UPenn",1
"UNC","UPenn",1
"Florida","UPenn",1
"UT Austin","UPenn",3
"Penn State","UPenn",1
"Maryland","UPenn",1
"Indiana","UPenn",1
"Arizona","UPenn",1
"SUNY Buffalo","UPenn",1
"Virginia","UPenn",1
"TexasAM","UPenn",1
"Lower 56 Universities","UPenn",5
"Stanford","Carnegie Mellon",7
"MIT","Carnegie Mellon",3
"Harvard","Carnegie Mellon",2
"UC Berkeley","Carnegie Mellon",1
"Rochester","Carnegie Mellon",2
"Chicago","Carnegie Mellon",4
"Cornell","Carnegie Mellon",4
"Northwestern","Carnegie Mellon",4
"Michigan","Carnegie Mellon",4
"Columbia","Carnegie Mellon",2
"Yale","Carnegie Mellon",1
"UPenn","Carnegie Mellon",4
"Wisconsin","Carnegie Mellon",5
"UCLA","Carnegie Mellon",3
"NYU","Carnegie Mellon",1
"Minnesota","Carnegie Mellon",5
"Purdue","Carnegie Mellon",2
"Ohio State","Carnegie Mellon",1
"UNC","Carnegie Mellon",1
"Florida","Carnegie Mellon",2
"Pittsburgh","Carnegie Mellon",1
"Penn State","Carnegie Mellon",1
"Washington","Carnegie Mellon",1
"Georgia Tech","Carnegie Mellon",2
"UC Irvine","Carnegie Mellon",1
"USC","Carnegie Mellon",1
"Lower 56 Universities","Carnegie Mellon",4
"Stanford","Wisconsin",3
"MIT","Wisconsin",1
"Harvard","Wisconsin",1
"UC Berkeley","Wisconsin",1
"Chicago","Wisconsin",3
"Cornell","Wisconsin",2
"Northwestern","Wisconsin",3
"Michigan","Wisconsin",4
"Yale","Wisconsin",1
"UPenn","Wisconsin",6
"UCLA","Wisconsin",1
"Minnesota","Wisconsin",3
"Illinois, Urb. Champ.","Wisconsin",3
"Duke","Wisconsin",1
"Purdue","Wisconsin",1
"Ohio State","Wisconsin",2
"Iowa","Wisconsin",3
"UNC","Wisconsin",2
"UT Austin","Wisconsin",1
"Maryland","Wisconsin",1
"Indiana","Wisconsin",1
"Michigan State","Wisconsin",1
"Georgia Tech","Wisconsin",1
"Arizona","Wisconsin",1
"USC","Wisconsin",1
"TexasAM","Wisconsin",1
"Emory","Wisconsin",1
"Lower 56 Universities","Wisconsin",3
"Stanford","UCLA",17
"MIT","UCLA",8
"Harvard","UCLA",8
"UC Berkeley","UCLA",10
"Chicago","UCLA",12
"Cornell","UCLA",1
"Northwestern","UCLA",2
"Michigan","UCLA",3
"Columbia","UCLA",3
"Yale","UCLA",2
"UPenn","UCLA",2
"Carnegie Mellon","UCLA",1
"Wisconsin","UCLA",2
"Duke","UCLA",2
"Purdue","UCLA",2
"UT Austin","UCLA",1
"Washington","UCLA",1
"Maryland","UCLA",1
"Indiana","UCLA",1
"Arizona State","UCLA",2
"Stanford","NYU",20
"MIT","NYU",10
"Harvard","NYU",15
"UC Berkeley","NYU",6
"Rochester","NYU",5
"Chicago","NYU",11
"Cornell","NYU",5
"Northwestern","NYU",10
"Michigan","NYU",3
"Columbia","NYU",12
"Yale","NYU",2
"UPenn","NYU",12
"Carnegie Mellon","NYU",4
"Wisconsin","NYU",1
"UCLA","NYU",2
"Minnesota","NYU",1
"Duke","NYU",2
"Ohio State","NYU",1
"Iowa","NYU",1
"Florida","NYU",2
"Pittsburgh","NYU",4
"Washington","NYU",2
"Indiana","NYU",1
"Michigan State","NYU",1
"Georgia Tech","NYU",1
"UC Irvine","NYU",1
"Lower 56 Universities","NYU",2
"Stanford","Minnesota",5
"MIT","Minnesota",2
"Harvard","Minnesota",3
"UC Berkeley","Minnesota",3
"Rochester","Minnesota",2
"Chicago","Minnesota",3
"Northwestern","Minnesota",7
"Michigan","Minnesota",4
"Columbia","Minnesota",4
"Yale","Minnesota",1
"UPenn","Minnesota",8
"Carnegie Mellon","Minnesota",3
"Wisconsin","Minnesota",7
"NYU","Minnesota",6
"Illinois, Urb. Champ.","Minnesota",7
"Purdue","Minnesota",2
"Ohio State","Minnesota",5
"Iowa","Minnesota",4
"UNC","Minnesota",1
"UT Austin","Minnesota",2
"Maryland","Minnesota",3
"Indiana","Minnesota",1
"Michigan State","Minnesota",1
"USC","Minnesota",1
"UT Dallas","Minnesota",1
"Boston","Minnesota",2
"Case Western","Minnesota",1
"Georgia","Minnesota",1
"Arizona State","Minnesota",1
"Virginia Tech","Minnesota",1
"Lower 56 Universities","Minnesota",8
"Stanford","Illinois, Urb. Champ.",2
"MIT","Illinois, Urb. Champ.",4
"Harvard","Illinois, Urb. Champ.",4
"UC Berkeley","Illinois, Urb. Champ.",7
"Rochester","Illinois, Urb. Champ.",2
"Chicago","Illinois, Urb. Champ.",3
"Cornell","Illinois, Urb. Champ.",5
"Northwestern","Illinois, Urb. Champ.",4
"Michigan","Illinois, Urb. Champ.",7
"Columbia","Illinois, Urb. Champ.",2
"UPenn","Illinois, Urb. Champ.",1
"Carnegie Mellon","Illinois, Urb. Champ.",1
"Wisconsin","Illinois, Urb. Champ.",1
"UCLA","Illinois, Urb. Champ.",1
"NYU","Illinois, Urb. Champ.",2
"Minnesota","Illinois, Urb. Champ.",3
"Duke","Illinois, Urb. Champ.",1
"Purdue","Illinois, Urb. Champ.",3
"Ohio State","Illinois, Urb. Champ.",4
"Iowa","Illinois, Urb. Champ.",1
"Florida","Illinois, Urb. Champ.",2
"UT Austin","Illinois, Urb. Champ.",5
"Penn State","Illinois, Urb. Champ.",2
"Washington","Illinois, Urb. Champ.",1
"Indiana","Illinois, Urb. Champ.",1
"Arizona","Illinois, Urb. Champ.",1
"USC","Illinois, Urb. Champ.",2
"SUNY Buffalo","Illinois, Urb. Champ.",1
"Virginia","Illinois, Urb. Champ.",1
"Boston","Illinois, Urb. Champ.",1
"TexasAM","Illinois, Urb. Champ.",1
"Virginia Tech","Illinois, Urb. Champ.",1
"Lower 56 Universities","Illinois, Urb. Champ.",4
"Stanford","Duke",10
"MIT","Duke",4
"Harvard","Duke",1
"UC Berkeley","Duke",6
"Chicago","Duke",9
"Cornell","Duke",1
"Northwestern","Duke",5
"Michigan","Duke",4
"Columbia","Duke",4
"Yale","Duke",2
"UPenn","Duke",5
"Carnegie Mellon","Duke",4
"UCLA","Duke",1
"NYU","Duke",4
"Minnesota","Duke",2
"Illinois, Urb. Champ.","Duke",2
"Iowa","Duke",1
"UNC","Duke",2
"UT Austin","Duke",2
"Pittsburgh","Duke",1
"UC Irvine","Duke",2
"Virginia","Duke",1
"Lower 56 Universities","Duke",3
"Stanford","Purdue",2
"MIT","Purdue",2
"UC Berkeley","Purdue",1
"Rochester","Purdue",3
"Chicago","Purdue",3
"Cornell","Purdue",2
"Northwestern","Purdue",1
"Michigan","Purdue",6
"Columbia","Purdue",3
"Yale","Purdue",2
"UPenn","Purdue",4
"Carnegie Mellon","Purdue",6
"Wisconsin","Purdue",1
"UCLA","Purdue",2
"Minnesota","Purdue",3
"Illinois, Urb. Champ.","Purdue",1
"Ohio State","Purdue",1
"Iowa","Purdue",3
"Wash. U. in St. Louis","Purdue",1
"Florida","Purdue",3
"Pittsburgh","Purdue",1
"Penn State","Purdue",1
"Washington","Purdue",1
"Michigan State","Purdue",2
"Georgia Tech","Purdue",1
"Boston","Purdue",1
"Emory","Purdue",1
"Georgia","Purdue",1
"Lower 56 Universities","Purdue",4
"Stanford","Ohio State",1
"MIT","Ohio State",6
"Harvard","Ohio State",1
"UC Berkeley","Ohio State",2
"Rochester","Ohio State",4
"Chicago","Ohio State",8
"Cornell","Ohio State",2
"Northwestern","Ohio State",2
"Michigan","Ohio State",1
"Columbia","Ohio State",2
"Yale","Ohio State",1
"UPenn","Ohio State",4
"Carnegie Mellon","Ohio State",1
"Wisconsin","Ohio State",5
"UCLA","Ohio State",2
"NYU","Ohio State",2
"Minnesota","Ohio State",7
"Illinois, Urb. Champ.","Ohio State",2
"Purdue","Ohio State",1
"Iowa","Ohio State",1
"UNC","Ohio State",2
"UT Austin","Ohio State",1
"Penn State","Ohio State",3
"Maryland","Ohio State",1
"Indiana","Ohio State",1
"Michigan State","Ohio State",5
"Colorado, Boulder","Ohio State",1
"Arizona","Ohio State",1
"Boston","Ohio State",1
"Lower 56 Universities","Ohio State",4
"Stanford","Iowa",4
"UC Berkeley","Iowa",2
"Rochester","Iowa",2
"Chicago","Iowa",2
"Cornell","Iowa",2
"Northwestern","Iowa",6
"Michigan","Iowa",6
"Columbia","Iowa",1
"UPenn","Iowa",3
"Wisconsin","Iowa",6
"UCLA","Iowa",1
"NYU","Iowa",1
"Minnesota","Iowa",5
"Illinois, Urb. Champ.","Iowa",1
"Purdue","Iowa",3
"Ohio State","Iowa",1
"Wash. U. in St. Louis","Iowa",4
"Florida","Iowa",2
"Maryland","Iowa",1
"Michigan State","Iowa",1
"Georgia Tech","Iowa",2
"Utah","Iowa",1
"Arizona State","Iowa",1
"Lower 56 Universities","Iowa",2
"Stanford","UNC",10
"MIT","UNC",3
"Harvard","UNC",3
"UC Berkeley","UNC",1
"Rochester","UNC",1
"Chicago","UNC",4
"Cornell","UNC",4
"Northwestern","UNC",5
"Michigan","UNC",7
"Yale","UNC",1
"UPenn","UNC",11
"Carnegie Mellon","UNC",3
"Wisconsin","UNC",1
"NYU","UNC",4
"Minnesota","UNC",1
"Duke","UNC",2
"Ohio State","UNC",2
"Iowa","UNC",1
"UT Austin","UNC",2
"Pittsburgh","UNC",1
"Penn State","UNC",3
"Washington","UNC",1
"Maryland","UNC",2
"Indiana","UNC",2
"Michigan State","UNC",1
"Georgia Tech","UNC",1
"Arizona","UNC",2
"Utah","UNC",1
"USC","UNC",1
"UMass Amherst","UNC",1
"TexasAM","UNC",1
"South Carolina","UNC",1
"Lower 56 Universities","UNC",4
"Stanford","Wash. U. in St. Louis",6
"MIT","Wash. U. in St. Louis",3
"Harvard","Wash. U. in St. Louis",3
"UC Berkeley","Wash. U. in St. Louis",5
"Rochester","Wash. U. in St. Louis",2
"Chicago","Wash. U. in St. Louis",2
"Cornell","Wash. U. in St. Louis",2
"Northwestern","Wash. U. in St. Louis",3
"Michigan","Wash. U. in St. Louis",2
"Columbia","Wash. U. in St. Louis",2
"Yale","Wash. U. in St. Louis",3
"UPenn","Wash. U. in St. Louis",3
"Carnegie Mellon","Wash. U. in St. Louis",2
"UCLA","Wash. U. in St. Louis",2
"NYU","Wash. U. in St. Louis",1
"Minnesota","Wash. U. in St. Louis",4
"Illinois, Urb. Champ.","Wash. U. in St. Louis",2
"Duke","Wash. U. in St. Louis",4
"Iowa","Wash. U. in St. Louis",1
"UNC","Wash. U. in St. Louis",3
"UT Austin","Wash. U. in St. Louis",1
"Indiana","Wash. U. in St. Louis",1
"Arizona","Wash. U. in St. Louis",2
"Emory","Wash. U. in St. Louis",1
"Case Western","Wash. U. in St. Louis",1
"Stanford","Florida",4
"MIT","Florida",2
"Rochester","Florida",3
"Chicago","Florida",2
"Cornell","Florida",1
"Northwestern","Florida",2
"Michigan","Florida",4
"Columbia","Florida",1
"Yale","Florida",3
"UPenn","Florida",3
"Carnegie Mellon","Florida",2
"Wisconsin","Florida",3
"NYU","Florida",5
"Minnesota","Florida",1
"Illinois, Urb. Champ.","Florida",3
"Duke","Florida",1
"Purdue","Florida",1
"Ohio State","Florida",1
"Iowa","Florida",1
"UNC","Florida",1
"Wash. U. in St. Louis","Florida",1
"UT Austin","Florida",2
"Pittsburgh","Florida",2
"Penn State","Florida",1
"Maryland","Florida",1
"Indiana","Florida",2
"Michigan State","Florida",1
"Georgia Tech","Florida",1
"Arizona","Florida",1
"UT Dallas","Florida",1
"TexasAM","Florida",1
"Emory","Florida",4
"Claremont","Florida",1
"Lower 56 Universities","Florida",1
"Stanford","UT Austin",9
"MIT","UT Austin",8
"UC Berkeley","UT Austin",7
"Rochester","UT Austin",1
"Chicago","UT Austin",2
"Cornell","UT Austin",2
"Northwestern","UT Austin",3
"Michigan","UT Austin",6
"Columbia","UT Austin",1
"UPenn","UT Austin",1
"Carnegie Mellon","UT Austin",8
"Wisconsin","UT Austin",1
"UCLA","UT Austin",3
"NYU","UT Austin",5
"Minnesota","UT Austin",6
"Illinois, Urb. Champ.","UT Austin",3
"Duke","UT Austin",5
"Purdue","UT Austin",2
"Ohio State","UT Austin",1
"Iowa","UT Austin",2
"Florida","UT Austin",2
"Penn State","UT Austin",4
"Washington","UT Austin",2
"Maryland","UT Austin",1
"Indiana","UT Austin",3
"Michigan State","UT Austin",3
"Colorado, Boulder","UT Austin",3
"UC Irvine","UT Austin",1
"Arizona","UT Austin",1
"USC","UT Austin",2
"UT Dallas","UT Austin",1
"Boston","UT Austin",1
"TexasAM","UT Austin",1
"Emory","UT Austin",1
"Case Western","UT Austin",1
"Arizona State","UT Austin",1
"Lower 56 Universities","UT Austin",1
"Stanford","Pittsburgh",1
"MIT","Pittsburgh",1
"Harvard","Pittsburgh",1
"UC Berkeley","Pittsburgh",2
"Rochester","Pittsburgh",1
"Northwestern","Pittsburgh",3
"Michigan","Pittsburgh",6
"Columbia","Pittsburgh",1
"Yale","Pittsburgh",3
"UPenn","Pittsburgh",6
"Carnegie Mellon","Pittsburgh",3
"Wisconsin","Pittsburgh",1
"Minnesota","Pittsburgh",4
"Illinois, Urb. Champ.","Pittsburgh",1
"Purdue","Pittsburgh",1
"Ohio State","Pittsburgh",2
"Iowa","Pittsburgh",1
"UNC","Pittsburgh",1
"Wash. U. in St. Louis","Pittsburgh",1
"Florida","Pittsburgh",1
"UT Austin","Pittsburgh",4
"Penn State","Pittsburgh",2
"Maryland","Pittsburgh",2
"Indiana","Pittsburgh",1
"Emory","Pittsburgh",1
"Georgia","Pittsburgh",1
"Syracuse","Pittsburgh",1
"South Carolina","Pittsburgh",1
"Lower 56 Universities","Pittsburgh",3
"Stanford","Penn State",1
"MIT","Penn State",1
"Harvard","Penn State",1
"UC Berkeley","Penn State",4
"Rochester","Penn State",1
"Chicago","Penn State",1
"Cornell","Penn State",3
"Northwestern","Penn State",3
"Columbia","Penn State",2
"Yale","Penn State",1
"UPenn","Penn State",2
"Carnegie Mellon","Penn State",2
"Wisconsin","Penn State",1
"UCLA","Penn State",2
"NYU","Penn State",2
"Minnesota","Penn State",2
"Illinois, Urb. Champ.","Penn State",3
"Duke","Penn State",1
"Purdue","Penn State",3
"Ohio State","Penn State",1
"Iowa","Penn State",2
"UNC","Penn State",2
"Wash. U. in St. Louis","Penn State",1
"Florida","Penn State",2
"UT Austin","Penn State",1
"Pittsburgh","Penn State",1
"Washington","Penn State",2
"Maryland","Penn State",1
"Michigan State","Penn State",1
"Georgia Tech","Penn State",1
"Arizona","Penn State",1
"Utah","Penn State",1
"Oregon","Penn State",2
"TexasAM","Penn State",1
"Case Western","Penn State",1
"Georgia","Penn State",1
"Arizona State","Penn State",2
"Virginia Tech","Penn State",1
"Florida State","Penn State",1
"Lower 56 Universities","Penn State",4
"Stanford","Washington",13
"MIT","Washington",5
"Harvard","Washington",1
"UC Berkeley","Washington",4
"Rochester","Washington",5
"Chicago","Washington",3
"Northwestern","Washington",4
"Michigan","Washington",4
"Columbia","Washington",3
"UPenn","Washington",1
"Carnegie Mellon","Washington",1
"UCLA","Washington",4
"NYU","Washington",2
"Minnesota","Washington",1
"Illinois, Urb. Champ.","Washington",4
"Duke","Washington",3
"Purdue","Washington",1
"Ohio State","Washington",3
"Iowa","Washington",1
"UNC","Washington",1
"Florida","Washington",1
"UT Austin","Washington",2
"Maryland","Washington",1
"Indiana","Washington",4
"Michigan State","Washington",1
"UC Irvine","Washington",1
"Oregon","Washington",1
"USC","Washington",1
"Lower 56 Universities","Washington",1
"Stanford","Maryland",6
"MIT","Maryland",8
"Harvard","Maryland",5
"UC Berkeley","Maryland",3
"Rochester","Maryland",1
"Chicago","Maryland",2
"Cornell","Maryland",1
"Northwestern","Maryland",7
"Michigan","Maryland",6
"Columbia","Maryland",3
"Yale","Maryland",2
"UPenn","Maryland",8
"Carnegie Mellon","Maryland",4
"Wisconsin","Maryland",4
"UCLA","Maryland",2
"NYU","Maryland",3
"Minnesota","Maryland",2
"Illinois, Urb. Champ.","Maryland",1
"Duke","Maryland",1
"Purdue","Maryland",5
"Ohio State","Maryland",2
"UNC","Maryland",1
"Wash. U. in St. Louis","Maryland",2
"Florida","Maryland",1
"UT Austin","Maryland",1
"Pittsburgh","Maryland",2
"Indiana","Maryland",1
"Michigan State","Maryland",2
"Georgia Tech","Maryland",2
"Arizona","Maryland",1
"Oregon","Maryland",1
"SUNY Buffalo","Maryland",2
"Syracuse","Maryland",1
"Lower 56 Universities","Maryland",1
"Stanford","Indiana",3
"MIT","Indiana",1
"Chicago","Indiana",3
"Northwestern","Indiana",3
"Michigan","Indiana",8
"Columbia","Indiana",1
"Yale","Indiana",1
"UPenn","Indiana",1
"Carnegie Mellon","Indiana",1
"Wisconsin","Indiana",1
"UCLA","Indiana",2
"Minnesota","Indiana",1
"Illinois, Urb. Champ.","Indiana",1
"Duke","Indiana",1
"Purdue","Indiana",4
"Ohio State","Indiana",4
"Iowa","Indiana",2
"UNC","Indiana",3
"Wash. U. in St. Louis","Indiana",1
"Florida","Indiana",2
"UT Austin","Indiana",5
"Pittsburgh","Indiana",5
"Penn State","Indiana",2
"Washington","Indiana",1
"Maryland","Indiana",1
"Michigan State","Indiana",1
"Colorado, Boulder","Indiana",3
"Arizona","Indiana",4
"SUNY Buffalo","Indiana",3
"UT Dallas","Indiana",1
"Boston","Indiana",1
"TexasAM","Indiana",5
"Georgia","Indiana",1
"Vanderbilt","Indiana",1
"South Carolina","Indiana",1
"Virginia Tech","Indiana",1
"Lower 56 Universities","Indiana",2
"MIT","Michigan State",3
"Harvard","Michigan State",1
"Cornell","Michigan State",1
"Northwestern","Michigan State",2
"Michigan","Michigan State",6
"Yale","Michigan State",2
"UPenn","Michigan State",1
"Carnegie Mellon","Michigan State",2
"Wisconsin","Michigan State",5
"NYU","Michigan State",1
"Minnesota","Michigan State",8
"Illinois, Urb. Champ.","Michigan State",3
"Duke","Michigan State",1
"Purdue","Michigan State",5
"Ohio State","Michigan State",6
"Iowa","Michigan State",1
"UNC","Michigan State",1
"Florida","Michigan State",2
"UT Austin","Michigan State",1
"Pittsburgh","Michigan State",1
"Penn State","Michigan State",3
"Washington","Michigan State",2
"Maryland","Michigan State",3
"Indiana","Michigan State",5
"Georgia Tech","Michigan State",1
"SUNY Buffalo","Michigan State",1
"UMass Amherst","Michigan State",3
"Emory","Michigan State",1
"Georgia","Michigan State",2
"Syracuse","Michigan State",1
"Arizona State","Michigan State",1
"South Carolina","Michigan State",2
"Florida State","Michigan State",1
"Lower 56 Universities","Michigan State",6
"Stanford","Georgia Tech",1
"MIT","Georgia Tech",2
"Rochester","Georgia Tech",1
"Chicago","Georgia Tech",2
"Cornell","Georgia Tech",2
"Northwestern","Georgia Tech",1
"Michigan","Georgia Tech",1
